transaction_id,customer_id,amount,currency,transaction_date,country,channel,merchant_category,status
372,1005,485.67,GBP,2024-02-19,USA,Mobile,Travel,Pending
373,1098,472.41,CAD,2024-02-24,Canada,Online,Electronics,Pending
374,1036,239.74,EUR,2024-02-29,Mexico,Mobile,Fashion,Declined
375,1023,431.71,GBP,2024-02-18,UK,Online,Fashion,Declined
376,1092,423.05,EUR,2024-01-12,USA,Mobile,Restaurant,Pending
377,1045,162.95,EUR,2024-02-24,Spain,In-Store,Travel,Declined
378,1052,415.31,CAD,2024-01-21,UK,In-Store,Restaurant,Refunded
379,1094,23.32,GBP,2024-02-25,Canada,In-Store,Pharmacy,Declined
380,1098,300.15,MXN,2024-01-04,Canada,Mobile,Restaurant,Declined
381,1059,118.85,CAD,2024-01-31,Spain,Online,Grocery,Pending
382,1096,64.68,CAD,2024-02-13,USA,Online,Fashion,Pending
383,1062,43.09,GBP,2024-01-31,UK,In-Store,Restaurant,Completed
384,1084,349.66,GBP,2024-02-27,USA,In-Store,Grocery,Completed
385,1031,173.24,EUR,2024-01-23,Canada,In-Store,Travel,Pending
386,1086,363.76,GBP,2024-02-23,USA,In-Store,Restaurant,Declined
387,1032,37.35,EUR,2024-02-22,Canada,Online,Pharmacy,Declined
388,1066,161.07,CAD,2024-01-20,USA,Mobile,Pharmacy,Completed
389,1017,272.05,USD,2024-01-15,Spain,Mobile,Pharmacy,Completed
390,1024,396.41,MXN,2024-01-23,Mexico,Mobile,Fashion,Completed
391,1094,162.78,CAD,2024-01-28,Spain,Mobile,Restaurant,Refunded
392,1053,314.82,GBP,2024-01-16,Spain,In-Store,Travel,Refunded
393,1057,443.56,MXN,2024-02-06,Mexico,In-Store,Restaurant,Completed
394,1066,309.85,USD,2024-01-21,Mexico,In-Store,Fashion,Declined
395,1045,120.31,USD,2024-01-15,UK,Mobile,Grocery,Completed
396,1023,17.08,EUR,2024-01-17,UK,In-Store,Fashion,Refunded
397,1031,435.7,MXN,2024-02-19,Spain,In-Store,Pharmacy,Declined
398,1046,15.53,EUR,2024-02-06,Spain,Online,Grocery,Refunded
399,1085,437.98,CAD,2024-01-13,Canada,Online,Pharmacy,Declined
400,1022,266.82,MXN,2024-01-19,Canada,In-Store,Electronics,Refunded
401,1065,469.84,CAD,2024-01-30,UK,Online,Fashion,Declined
402,1026,400.4,EUR,2024-02-14,UK,Online,Fashion,Declined
403,1001,498.98,MXN,2024-01-18,Canada,In-Store,Travel,Declined
404,1089,178.6,EUR,2024-01-14,Canada,In-Store,Restaurant,Declined
405,1016,384.76,MXN,2024-02-05,USA,In-Store,Grocery,Pending
406,1032,203.96,EUR,2024-02-05,USA,In-Store,Grocery,Refunded
407,1008,242.54,USD,2024-01-20,Canada,Mobile,Travel,Refunded
408,1042,315.62,EUR,2024-02-21,USA,Mobile,Travel,Pending
409,1047,437.47,USD,2024-01-19,Mexico,In-Store,Restaurant,Declined
410,1038,492.12,EUR,2024-02-14,UK,Online,Pharmacy,Declined
411,1092,385.3,MXN,2024-02-13,UK,In-Store,Restaurant,Refunded
412,1041,211.79,MXN,2024-01-07,Canada,In-Store,Fashion,Pending
413,1025,213.57,MXN,2024-02-26,Spain,Online,Pharmacy,Declined
414,1098,370.1,GBP,2024-02-13,Canada,Mobile,Electronics,Declined
415,1049,123.19,CAD,2024-02-22,USA,In-Store,Restaurant,Declined
416,1024,59.68,MXN,2024-01-04,Spain,In-Store,Travel,Completed
417,1023,180.54,USD,2024-02-28,USA,Mobile,Pharmacy,Pending
418,1012,147.18,MXN,2024-02-03,Mexico,Mobile,Restaurant,Declined
419,1059,151.67,GBP,2024-01-02,USA,Online,Grocery,Completed
420,1006,120.64,USD,2024-01-05,Mexico,Mobile,Electronics,Pending
421,1056,25.84,GBP,2024-02-24,Mexico,Mobile,Fashion,Declined
422,1035,13.85,USD,2024-01-10,USA,Mobile,Grocery,Refunded
423,1044,493.92,EUR,2024-02-01,USA,Online,Grocery,Completed
424,1019,216.75,CAD,2024-02-11,Mexico,Mobile,Electronics,Completed
425,1064,195.24,CAD,2024-02-10,Spain,Mobile,Fashion,Declined
426,1007,341.43,GBP,2024-01-13,Mexico,Online,Travel,Declined
427,1015,113.04,CAD,2024-02-08,UK,Mobile,Pharmacy,Completed
428,1013,475.23,GBP,2024-01-05,Mexico,Mobile,Fashion,Refunded
429,1075,394.24,GBP,2024-02-27,Spain,Online,Restaurant,Refunded
430,1086,49.26,GBP,2024-01-10,UK,In-Store,Grocery,Pending
431,1014,211.7,CAD,2024-01-10,Canada,Online,Restaurant,Declined
432,1091,440.16,GBP,2024-02-07,Canada,Mobile,Travel,Refunded
433,1097,472.64,CAD,2024-01-27,Spain,Mobile,Restaurant,Pending
434,1065,236.36,GBP,2024-02-29,Mexico,Mobile,Fashion,Refunded
435,1031,308.64,MXN,2024-02-20,USA,Online,Restaurant,Declined
436,1086,87.68,GBP,2024-01-21,Spain,Mobile,Travel,Pending
437,1062,495.63,USD,2024-01-08,UK,Mobile,Travel,Pending
438,1085,119.68,GBP,2024-01-01,UK,Online,Travel,Pending
439,1050,471.65,EUR,2024-01-28,Canada,In-Store,Fashion,Refunded
440,1024,326.58,GBP,2024-02-18,UK,In-Store,Travel,Declined
441,1057,305.83,USD,2024-02-08,Spain,Mobile,Grocery,Pending
442,1062,258.78,USD,2024-01-14,UK,Online,Travel,Completed
443,1061,119.18,CAD,2024-01-21,Spain,Mobile,Restaurant,Declined
444,1021,92.38,MXN,2024-01-30,USA,Online,Pharmacy,Completed
445,1057,114.14,GBP,2024-01-21,Canada,Online,Restaurant,Completed
446,1057,97.29,CAD,2024-02-18,UK,In-Store,Pharmacy,Pending
447,1085,390.89,MXN,2024-01-09,Spain,In-Store,Restaurant,Pending
448,1048,178.31,GBP,2024-01-17,Mexico,Online,Fashion,Refunded
449,1051,33.63,EUR,2024-01-05,Canada,Mobile,Restaurant,Refunded
450,1041,484.71,GBP,2024-02-27,USA,In-Store,Fashion,Refunded
451,1069,442.47,USD,2024-02-26,Spain,Mobile,Fashion,Declined
452,1014,464.24,USD,2024-01-31,USA,In-Store,Travel,Refunded
453,1053,497.48,EUR,2024-02-21,USA,In-Store,Grocery,Completed
454,1059,91.08,CAD,2024-02-09,UK,Mobile,Pharmacy,Refunded
455,1096,201.14,MXN,2024-02-07,UK,In-Store,Travel,Pending
456,1007,380.33,GBP,2024-02-12,Spain,In-Store,Travel,Refunded
457,1052,349.53,USD,2024-01-19,Mexico,Mobile,Fashion,Declined
458,1059,81.18,CAD,2024-02-05,Spain,In-Store,Fashion,Declined
459,1004,408.84,EUR,2024-02-19,Mexico,In-Store,Pharmacy,Completed
460,1067,116.1,USD,2024-02-02,USA,In-Store,Restaurant,Declined
461,1005,115.79,EUR,2024-01-13,Canada,Mobile,Restaurant,Refunded
462,1095,270.8,GBP,2024-01-14,Spain,Online,Travel,Pending
463,1093,298.51,MXN,2024-02-25,Spain,Mobile,Electronics,Declined
464,1046,292.14,USD,2024-02-02,Mexico,Online,Electronics,Completed
465,1098,50.29,USD,2024-01-29,USA,In-Store,Restaurant,Refunded
466,1054,439.34,GBP,2024-02-12,USA,Online,Electronics,Completed
467,1039,136.47,CAD,2024-02-18,Mexico,Mobile,Restaurant,Declined
468,1051,69.11,MXN,2024-02-05,USA,Mobile,Fashion,Declined
469,1015,444.93,USD,2024-02-27,UK,In-Store,Travel,Completed
470,1012,478.05,MXN,2024-02-13,Canada,Online,Grocery,Refunded
471,1029,431.75,USD,2024-01-10,Spain,In-Store,Travel,Declined
472,1018,405.71,MXN,2024-01-31,Canada,In-Store,Restaurant,Pending
473,1016,329.34,EUR,2024-01-06,Spain,Mobile,Restaurant,Declined
474,1062,277.67,USD,2024-02-26,UK,Online,Travel,Refunded
475,1018,48.06,MXN,2024-01-01,USA,Online,Pharmacy,Declined
476,1091,207.18,CAD,2024-01-07,Mexico,Online,Restaurant,Completed
477,1057,189.48,EUR,2024-02-27,UK,Online,Electronics,Declined
478,1054,133.58,EUR,2024-01-27,Canada,In-Store,Electronics,Declined
479,1089,363.09,CAD,2024-01-21,Mexico,In-Store,Restaurant,Refunded
480,1089,250.46,MXN,2024-01-28,USA,Mobile,Restaurant,Completed
481,1061,45.12,GBP,2024-01-16,UK,In-Store,Pharmacy,Refunded
482,1022,113.99,CAD,2024-02-25,Mexico,In-Store,Electronics,Declined
483,1008,343.21,MXN,2024-02-15,UK,Mobile,Restaurant,Pending
484,1011,42.68,CAD,2024-01-23,UK,Mobile,Restaurant,Declined
485,1000,426.35,CAD,2024-02-21,USA,Mobile,Pharmacy,Refunded
486,1057,250.1,USD,2024-01-20,Spain,In-Store,Pharmacy,Pending
487,1000,242.89,MXN,2024-02-07,Mexico,In-Store,Travel,Refunded
488,1033,298.24,GBP,2024-02-23,USA,Mobile,Pharmacy,Refunded
489,1095,413.22,USD,2024-01-25,UK,Mobile,Grocery,Completed
490,1047,177.17,CAD,2024-01-28,USA,Mobile,Electronics,Pending
491,1088,340.62,CAD,2024-01-05,Spain,In-Store,Travel,Declined
492,1000,285.04,CAD,2024-02-25,Mexico,In-Store,Grocery,Refunded
493,1015,137.18,MXN,2024-01-21,Spain,Online,Restaurant,Declined
494,1060,439.92,MXN,2024-01-18,Canada,In-Store,Restaurant,Completed
495,1063,399.73,USD,2024-02-16,Mexico,In-Store,Travel,Completed
496,1062,330.93,GBP,2024-01-06,Spain,In-Store,Pharmacy,Pending
497,1068,426.04,USD,2024-02-26,UK,Mobile,Restaurant,Completed
498,1021,434.31,EUR,2024-01-29,Mexico,In-Store,Fashion,Completed
499,1092,355.64,CAD,2024-01-19,Mexico,Mobile,Travel,Declined
500,1066,419.32,CAD,2024-02-02,USA,Online,Grocery,Completed
501,1075,350.25,CAD,2024-01-01,UK,Online,Travel,Completed
502,1025,341.67,USD,2024-02-14,Canada,Mobile,Electronics,Refunded
503,1015,311.21,USD,2024-01-03,Spain,Mobile,Pharmacy,Completed
504,1050,377.59,CAD,2024-02-11,USA,Mobile,Pharmacy,Refunded
505,1085,83.51,USD,2024-01-21,Spain,In-Store,Travel,Completed
506,1056,441.03,MXN,2024-02-04,Canada,Online,Restaurant,Completed
507,1028,436.56,MXN,2024-02-10,Canada,Mobile,Restaurant,Pending
508,1077,19.48,USD,2024-02-09,Mexico,In-Store,Fashion,Pending
509,1091,413.78,CAD,2024-01-03,Canada,Online,Fashion,Refunded
510,1068,68.79,USD,2024-01-25,Spain,In-Store,Pharmacy,Completed
511,1046,170.88,USD,2024-02-14,UK,Online,Fashion,Declined
512,1093,373.04,USD,2024-02-07,UK,In-Store,Grocery,Pending
513,1061,84.58,EUR,2024-02-14,Mexico,Online,Fashion,Declined
514,1068,409.89,MXN,2024-02-24,Spain,Online,Grocery,Pending
515,1075,416.91,GBP,2024-01-20,Spain,In-Store,Fashion,Pending
516,1015,256.2,GBP,2024-02-21,Canada,Mobile,Pharmacy,Completed
517,1089,8.16,EUR,2024-02-13,Spain,Online,Pharmacy,Pending
518,1089,147.08,USD,2024-02-14,USA,Mobile,Grocery,Declined
519,1047,310.38,EUR,2024-02-03,Canada,In-Store,Travel,Pending
520,1084,490.69,EUR,2024-01-21,USA,Mobile,Pharmacy,Refunded
521,1038,317.75,CAD,2024-02-25,Mexico,Mobile,Travel,Completed
522,1099,133.6,MXN,2024-02-24,UK,Mobile,Restaurant,Completed
523,1032,318.83,GBP,2024-02-17,Mexico,Mobile,Grocery,Refunded
524,1093,272.29,USD,2024-01-23,UK,Mobile,Pharmacy,Refunded
525,1022,391.02,GBP,2024-01-06,Mexico,Online,Electronics,Refunded
526,1009,57.96,GBP,2024-02-20,Spain,Online,Restaurant,Pending
527,1068,381.71,MXN,2024-02-22,USA,Online,Travel,Completed
528,1099,272.93,GBP,2024-01-13,UK,In-Store,Pharmacy,Refunded
529,1033,481.68,GBP,2024-02-18,Canada,Mobile,Grocery,Pending
530,1051,174.23,EUR,2024-01-23,USA,Online,Fashion,Refunded
531,1094,318.15,MXN,2024-01-09,Canada,In-Store,Electronics,Declined
532,1009,466.35,CAD,2024-01-17,USA,Online,Travel,Declined
533,1018,55.74,USD,2024-01-02,USA,Online,Restaurant,Completed
534,1057,468.93,GBP,2024-01-19,Mexico,Mobile,Grocery,Pending
535,1095,345.5,USD,2024-01-19,UK,In-Store,Electronics,Declined
536,1000,38.58,CAD,2024-02-25,UK,Mobile,Grocery,Declined
537,1068,153.98,USD,2024-01-07,USA,Mobile,Pharmacy,Pending
538,1003,355.55,CAD,2024-02-23,Spain,Online,Fashion,Refunded
539,1015,38.34,EUR,2024-02-11,Spain,Mobile,Restaurant,Pending
540,1023,293.17,GBP,2024-02-11,Canada,In-Store,Grocery,Refunded
541,1079,176.21,CAD,2024-02-28,Canada,Mobile,Travel,Declined
542,1001,312.35,USD,2024-01-20,Mexico,Mobile,Pharmacy,Declined
543,1091,27.64,GBP,2024-01-09,USA,Mobile,Pharmacy,Declined
544,1031,436.41,EUR,2024-01-17,Canada,Online,Restaurant,Completed
545,1090,486.88,GBP,2024-01-27,Canada,In-Store,Pharmacy,Completed
546,1083,484.59,CAD,2024-02-16,USA,Online,Travel,Completed
547,1023,376.08,EUR,2024-01-02,Mexico,Online,Grocery,Pending
548,1011,69.39,USD,2024-02-05,Canada,Online,Restaurant,Declined
549,1049,380.34,EUR,2024-01-19,Mexico,Online,Pharmacy,Declined
550,1034,17.17,EUR,2024-01-17,UK,Online,Pharmacy,Pending
551,1032,15.95,MXN,2024-01-05,Mexico,In-Store,Travel,Completed
552,1032,165.19,EUR,2024-02-08,Spain,Mobile,Fashion,Pending
553,1060,246.88,EUR,2024-01-18,Spain,Online,Fashion,Completed
554,1050,386.35,GBP,2024-02-22,Mexico,Online,Pharmacy,Declined
555,1042,343.23,USD,2024-02-23,Spain,In-Store,Grocery,Refunded
556,1011,225.72,GBP,2024-02-28,UK,In-Store,Restaurant,Completed
557,1066,140.45,GBP,2024-01-07,USA,Mobile,Pharmacy,Declined
558,1064,498.58,CAD,2024-01-17,Spain,In-Store,Electronics,Declined
559,1032,215.96,GBP,2024-02-08,Spain,Mobile,Restaurant,Refunded
560,1039,228.44,MXN,2024-02-05,Mexico,Online,Fashion,Declined
561,1073,85.99,MXN,2024-02-09,UK,Online,Pharmacy,Declined
562,1042,398.43,CAD,2024-02-14,USA,Mobile,Travel,Completed
563,1043,348.37,USD,2024-01-04,Mexico,In-Store,Electronics,Completed
564,1028,114.28,USD,2024-02-07,Mexico,Mobile,Pharmacy,Refunded
565,1012,45.78,GBP,2024-01-25,UK,In-Store,Grocery,Refunded
566,1011,341.85,GBP,2024-01-05,USA,Online,Electronics,Declined
567,1094,328.98,GBP,2024-01-30,UK,In-Store,Pharmacy,Completed
568,1045,140.26,USD,2024-01-12,USA,Mobile,Grocery,Refunded
569,1001,475.68,EUR,2024-01-04,UK,Mobile,Electronics,Refunded
570,1034,79.77,MXN,2024-01-24,Mexico,Online,Grocery,Pending
571,1086,219.01,EUR,2024-01-29,Mexico,In-Store,Grocery,Refunded
572,1080,472.09,EUR,2024-01-09,Canada,In-Store,Electronics,Declined
573,1089,212.77,USD,2024-01-04,Spain,In-Store,Electronics,Completed
574,1007,321.07,EUR,2024-02-20,UK,Online,Grocery,Refunded
575,1092,201.81,CAD,2024-01-24,Canada,In-Store,Fashion,Pending
576,1025,140.74,GBP,2024-01-14,Spain,Mobile,Electronics,Completed
577,1073,492.07,CAD,2024-01-05,UK,In-Store,Pharmacy,Refunded
578,1089,207.62,MXN,2024-01-18,USA,Online,Restaurant,Pending
579,1033,447.58,GBP,2024-02-11,Spain,In-Store,Travel,Refunded
580,1006,118.83,EUR,2024-02-26,Mexico,In-Store,Grocery,Completed
581,1067,110.49,MXN,2024-01-19,Canada,Mobile,Grocery,Completed
582,1057,20.41,GBP,2024-01-12,Spain,In-Store,Travel,Completed
583,1074,327.58,EUR,2024-01-18,Spain,Mobile,Fashion,Declined
584,1028,187.42,CAD,2024-01-17,Mexico,Mobile,Travel,Refunded
585,1035,432.86,GBP,2024-01-30,UK,Online,Electronics,Declined
586,1088,239.24,EUR,2024-01-24,USA,Mobile,Travel,Completed
587,1020,484.26,CAD,2024-01-11,Mexico,Mobile,Grocery,Pending
588,1035,96.84,MXN,2024-02-04,USA,Online,Travel,Refunded
589,1009,434.97,MXN,2024-01-23,UK,Mobile,Restaurant,Declined
590,1072,389.42,MXN,2024-01-17,Spain,Online,Pharmacy,Refunded
591,1023,386.61,MXN,2024-01-01,USA,In-Store,Electronics,Pending
592,1063,423.17,USD,2024-01-15,Canada,Online,Travel,Declined
593,1098,381.71,GBP,2024-02-01,Canada,Mobile,Grocery,Completed
594,1048,314.98,GBP,2024-02-29,Mexico,Online,Pharmacy,Declined
595,1098,69.97,USD,2024-01-09,UK,Mobile,Electronics,Refunded
596,1035,21.1,EUR,2024-01-15,Mexico,In-Store,Grocery,Refunded
597,1081,460.82,EUR,2024-01-28,Mexico,Online,Fashion,Refunded
598,1095,310.24,MXN,2024-01-24,Mexico,In-Store,Restaurant,Refunded
599,1023,399.29,CAD,2024-02-29,Canada,Mobile,Fashion,Completed
600,1022,243.35,EUR,2024-02-04,Canada,Mobile,Restaurant,Declined
601,1061,63.07,CAD,2024-01-22,Mexico,In-Store,Travel,Completed
602,1095,66.97,GBP,2024-01-27,Canada,Online,Electronics,Completed
603,1036,344.35,CAD,2024-01-19,UK,Online,Travel,Completed
604,1011,218.0,GBP,2024-02-14,Mexico,Mobile,Restaurant,Refunded
605,1054,104.26,USD,2024-01-12,Canada,In-Store,Restaurant,Refunded
606,1012,248.34,USD,2024-01-20,USA,In-Store,Restaurant,Refunded
607,1022,36.78,MXN,2024-01-01,Mexico,Online,Pharmacy,Declined
608,1088,293.08,EUR,2024-01-21,Mexico,Online,Grocery,Pending
609,1098,138.15,MXN,2024-02-18,UK,Online,Electronics,Refunded
610,1029,399.79,GBP,2024-02-14,Spain,In-Store,Travel,Declined
611,1016,158.63,MXN,2024-01-01,Spain,Online,Travel,Refunded
612,1061,230.33,CAD,2024-01-10,UK,Online,Fashion,Refunded
613,1083,10.75,GBP,2024-02-16,UK,Mobile,Restaurant,Completed
614,1088,40.86,USD,2024-02-28,UK,Online,Restaurant,Completed
615,1085,199.28,EUR,2024-02-28,Spain,Online,Restaurant,Completed
616,1012,242.57,GBP,2024-02-01,UK,In-Store,Travel,Declined
617,1058,302.01,GBP,2024-02-08,Canada,In-Store,Fashion,Pending
618,1018,149.37,CAD,2024-02-29,Mexico,Mobile,Grocery,Pending
619,1048,349.02,EUR,2024-01-22,Mexico,Online,Pharmacy,Declined
620,1099,430.76,USD,2024-01-18,USA,Mobile,Electronics,Refunded
621,1011,391.03,GBP,2024-02-17,USA,In-Store,Grocery,Declined
622,1060,24.61,GBP,2024-02-15,Mexico,Mobile,Travel,Refunded
623,1018,242.85,CAD,2024-02-01,Canada,In-Store,Pharmacy,Declined
624,1075,56.94,MXN,2024-01-27,Spain,Mobile,Pharmacy,Declined
625,1008,124.81,USD,2024-01-28,Spain,Mobile,Pharmacy,Declined
626,1070,493.4,EUR,2024-01-18,Canada,Online,Restaurant,Pending
627,1027,75.54,GBP,2024-02-28,Spain,Mobile,Electronics,Completed
628,1077,251.95,GBP,2024-02-08,UK,Online,Travel,Declined
629,1094,310.99,USD,2024-02-18,Mexico,Online,Travel,Pending
630,1051,352.72,MXN,2024-01-29,Mexico,Online,Pharmacy,Completed
631,1082,282.03,GBP,2024-01-18,Canada,Online,Travel,Completed
632,1015,9.84,USD,2024-02-13,Spain,Mobile,Electronics,Declined
633,1068,166.6,CAD,2024-01-08,USA,In-Store,Electronics,Refunded
634,1098,261.27,MXN,2024-02-23,USA,In-Store,Fashion,Refunded
635,1011,48.49,EUR,2024-01-31,Spain,In-Store,Fashion,Refunded
636,1024,178.56,GBP,2024-02-03,USA,Mobile,Grocery,Declined
637,1051,21.44,USD,2024-01-07,Canada,Online,Electronics,Refunded
638,1084,43.9,CAD,2024-02-05,Canada,In-Store,Electronics,Pending
639,1099,201.48,EUR,2024-01-18,Spain,Mobile,Electronics,Pending
640,1052,70.69,USD,2024-02-29,USA,Online,Fashion,Pending
641,1022,285.93,USD,2024-02-07,Canada,In-Store,Pharmacy,Pending
642,1015,346.29,EUR,2024-02-28,Canada,Online,Pharmacy,Completed
643,1056,401.29,CAD,2024-01-09,UK,In-Store,Travel,Pending
644,1038,104.07,CAD,2024-02-28,UK,In-Store,Pharmacy,Refunded
645,1052,87.9,MXN,2024-01-09,Canada,In-Store,Restaurant,Declined
646,1041,56.76,GBP,2024-02-15,Spain,Online,Fashion,Refunded
647,1057,320.03,EUR,2024-01-08,Mexico,Mobile,Electronics,Pending
648,1038,354.71,EUR,2024-02-20,Mexico,Online,Pharmacy,Completed
649,1013,20.64,EUR,2024-02-04,Canada,In-Store,Fashion,Pending
650,1094,468.43,CAD,2024-01-18,Canada,Online,Pharmacy,Declined
651,1004,30.73,GBP,2024-01-05,Canada,Mobile,Grocery,Refunded
652,1034,272.94,MXN,2024-01-14,Spain,Online,Electronics,Declined
653,1086,355.98,USD,2024-01-28,UK,Mobile,Grocery,Declined
654,1092,436.13,USD,2024-01-30,Canada,Mobile,Electronics,Declined
655,1074,358.47,EUR,2024-01-04,Canada,Online,Fashion,Refunded
656,1017,401.86,GBP,2024-02-08,USA,In-Store,Travel,Pending
657,1075,173.03,CAD,2024-01-20,Spain,Mobile,Pharmacy,Declined
658,1008,408.34,GBP,2024-01-25,Canada,Online,Pharmacy,Refunded
659,1073,44.66,GBP,2024-01-28,USA,Mobile,Restaurant,Completed
660,1057,447.93,CAD,2024-01-12,Mexico,In-Store,Grocery,Refunded
661,1016,276.06,EUR,2024-01-02,Canada,Online,Pharmacy,Completed
662,1006,409.56,GBP,2024-02-12,Canada,Online,Fashion,Refunded
663,1045,228.9,USD,2024-01-14,USA,Online,Travel,Pending
664,1012,323.57,CAD,2024-01-22,Spain,In-Store,Fashion,Declined
665,1039,265.57,MXN,2024-01-31,Canada,Mobile,Grocery,Pending
666,1041,367.14,EUR,2024-01-23,Mexico,Online,Restaurant,Refunded
667,1008,45.41,CAD,2024-02-17,Canada,Mobile,Pharmacy,Declined
668,1049,34.87,MXN,2024-01-20,Mexico,Mobile,Fashion,Completed
669,1026,127.32,MXN,2024-02-07,UK,In-Store,Electronics,Refunded
670,1065,83.97,GBP,2024-02-24,UK,Online,Travel,Declined
671,1004,436.53,GBP,2024-01-04,Mexico,Mobile,Fashion,Completed
672,1028,113.51,GBP,2024-01-15,Spain,Online,Travel,Completed
673,1036,488.05,CAD,2024-01-24,Canada,Online,Pharmacy,Pending
674,1037,171.76,CAD,2024-01-25,Canada,In-Store,Electronics,Refunded
675,1082,95.15,EUR,2024-01-01,UK,Online,Restaurant,Completed
676,1007,395.9,GBP,2024-01-07,Mexico,Online,Restaurant,Declined
677,1064,331.06,MXN,2024-02-26,Canada,Mobile,Electronics,Completed
678,1085,251.61,USD,2024-01-31,Canada,In-Store,Travel,Completed
679,1016,279.9,EUR,2024-01-12,Spain,Online,Pharmacy,Pending
680,1070,361.0,CAD,2024-02-11,USA,Mobile,Fashion,Pending
681,1088,118.09,EUR,2024-01-05,UK,In-Store,Electronics,Declined
682,1044,498.19,EUR,2024-02-13,UK,In-Store,Grocery,Pending
683,1003,487.52,EUR,2024-02-19,USA,Mobile,Travel,Completed
684,1035,326.91,EUR,2024-02-11,Canada,Mobile,Restaurant,Completed
685,1069,103.77,USD,2024-02-07,Spain,Mobile,Electronics,Pending
686,1030,341.71,GBP,2024-02-29,Spain,Mobile,Restaurant,Completed
687,1018,40.74,MXN,2024-01-12,UK,Mobile,Travel,Completed
688,1060,20.17,EUR,2024-02-08,Spain,Online,Restaurant,Declined
689,1053,132.55,EUR,2024-01-18,USA,Online,Electronics,Pending
690,1038,234.0,EUR,2024-01-02,Canada,In-Store,Travel,Completed
691,1090,434.79,GBP,2024-01-10,USA,Online,Grocery,Pending
692,1073,364.95,CAD,2024-01-15,Mexico,Online,Electronics,Declined
693,1089,372.64,CAD,2024-01-30,UK,Online,Fashion,Pending
694,1018,215.62,USD,2024-02-13,Spain,Mobile,Pharmacy,Completed
695,1038,176.24,CAD,2024-02-27,Mexico,In-Store,Electronics,Pending
696,1066,188.66,EUR,2024-01-17,Spain,In-Store,Travel,Completed
697,1044,493.89,EUR,2024-01-04,Canada,In-Store,Pharmacy,Completed
698,1012,24.85,EUR,2024-01-07,Canada,In-Store,Electronics,Completed
699,1091,434.18,USD,2024-02-10,Canada,Online,Grocery,Declined
700,1057,291.44,EUR,2024-01-31,Spain,Online,Grocery,Pending
701,1019,222.11,CAD,2024-02-20,Mexico,Mobile,Fashion,Declined
702,1091,364.0,GBP,2024-02-29,Canada,In-Store,Restaurant,Pending
703,1071,245.9,GBP,2024-02-28,Mexico,Online,Pharmacy,Declined
704,1060,437.34,MXN,2024-02-24,Spain,Online,Travel,Refunded
705,1038,450.85,CAD,2024-02-08,Mexico,Mobile,Travel,Completed
706,1000,213.75,EUR,2024-02-24,Spain,Mobile,Restaurant,Completed
707,1002,142.03,GBP,2024-02-03,Spain,Mobile,Grocery,Declined
708,1076,298.21,CAD,2024-01-06,UK,Online,Grocery,Refunded
709,1091,456.62,GBP,2024-02-19,Spain,Online,Electronics,Completed
710,1061,109.28,EUR,2024-02-07,Spain,Mobile,Fashion,Pending
711,1062,313.37,GBP,2024-02-14,USA,In-Store,Pharmacy,Declined
712,1024,317.62,MXN,2024-02-27,Canada,Mobile,Fashion,Completed
713,1055,367.89,MXN,2024-02-20,UK,Mobile,Fashion,Completed
714,1032,70.13,GBP,2024-02-03,UK,Mobile,Electronics,Declined
715,1037,359.33,CAD,2024-02-13,UK,Mobile,Fashion,Declined
716,1005,454.97,CAD,2024-01-15,USA,Online,Restaurant,Pending
717,1057,93.94,CAD,2024-01-14,Spain,In-Store,Electronics,Pending
718,1043,122.58,GBP,2024-01-06,Canada,Mobile,Restaurant,Completed
719,1044,485.84,CAD,2024-02-19,Mexico,In-Store,Electronics,Completed
720,1031,94.58,EUR,2024-02-06,Spain,In-Store,Fashion,Declined
721,1044,427.92,MXN,2024-02-19,USA,In-Store,Restaurant,Completed
722,1060,248.68,EUR,2024-02-01,Spain,Mobile,Restaurant,Completed
723,1046,127.38,CAD,2024-01-03,Spain,Online,Restaurant,Declined
724,1020,436.02,EUR,2024-01-03,USA,Mobile,Electronics,Completed
725,1079,225.43,CAD,2024-01-22,UK,In-Store,Travel,Completed
726,1084,259.83,GBP,2024-01-22,UK,In-Store,Fashion,Refunded
727,1074,182.82,EUR,2024-01-10,Canada,Online,Restaurant,Pending
728,1035,298.51,GBP,2024-02-20,Canada,Mobile,Pharmacy,Declined
729,1098,85.94,GBP,2024-01-03,UK,In-Store,Travel,Refunded
730,1018,198.59,USD,2024-01-12,Mexico,Online,Pharmacy,Pending
731,1019,484.86,CAD,2024-01-29,Spain,In-Store,Fashion,Pending
732,1056,132.78,MXN,2024-02-17,Mexico,Online,Fashion,Pending
733,1017,330.08,CAD,2024-01-17,Spain,Online,Restaurant,Refunded
734,1046,165.97,MXN,2024-01-07,UK,Mobile,Restaurant,Refunded
735,1048,387.87,CAD,2024-01-13,Canada,In-Store,Electronics,Pending
736,1013,69.78,GBP,2024-02-25,Canada,Mobile,Travel,Completed
737,1014,485.06,EUR,2024-01-02,Mexico,In-Store,Travel,Completed
738,1030,229.63,EUR,2024-01-04,Canada,Mobile,Restaurant,Refunded
739,1000,121.84,USD,2024-01-10,UK,In-Store,Fashion,Refunded
740,1053,41.38,MXN,2024-02-08,Mexico,Mobile,Restaurant,Refunded
741,1002,89.03,MXN,2024-01-24,Spain,Online,Fashion,Pending
742,1015,262.29,MXN,2024-01-17,Canada,In-Store,Fashion,Completed
